property_type,zip,neighborhood,latitude,longitude
Mixed Use Property,98109,LAKE UNION,47.62782862,-122.33316
Automobile Dealership,98109,MAGNOLIA / QUEEN ANNE,47.62617011,-122.3401021
Other - Entertainment/Public Assembly,98109,MAGNOLIA / QUEEN ANNE,47.62633133,-122.33939362
Restaurant,98109,LAKE UNION,47.63739737,-122.33985449999999
Office,98109,LAKE UNION,47.63610771,-122.3397915
Office,98109,LAKE UNION,47.63537212,-122.33977820000001
Other,98115,NORTHEAST,47.67634405,-122.3035123
Worship Facility,98122,CENTRAL,47.611248100000005,-122.28794029999999
Mixed Use Property,98105,NORTHEAST,47.66821286,-122.29989740000002
Self-Storage Facility,98109,MAGNOLIA / QUEEN ANNE,47.64635558,-122.35083909999999
Non-Refrigerated Warehouse,98109,LAKE UNION,47.64257724,-122.34250949999999
Office,98103,LAKE UNION,47.64736605,-122.3408543
Retail Store,98105,NORTHEAST,47.66095275,-122.31922229999999
Medical Office,98115,NORTHEAST,47.67439423,-122.31830740000001
Other,98122,EAST,47.61469383,-122.31723000000001
Office,98122,EAST,47.61459351,-122.31725311
Mixed Use Property,98122,EAST,47.614276000000004,-122.317245
Mixed Use Property,98122,EAST,47.6143471,-122.31918540000001
Office,98122,EAST,47.61508179,-122.31845093
Retail Store,98122,EAST,47.61490059,-122.318474
Office,98122,EAST,47.614349,-122.31866399999998
Retail Store,98122,EAST,47.61466354,-122.3198426
Multifamily Housing,98122,EAST,47.61432913,-122.3197623
Other,98105,NORTHEAST,47.65726201,-122.3193136
Worship Facility,98122,EAST,47.61432065,-122.3264629
Hospital (General Medical & Surgical),98116,SOUTHWEST,47.58730129,-122.3866765
Non-Refrigerated Warehouse,98108,GREATER DUWAMISH,47.55314407,-122.33290649999999
Office,98122,EAST,47.61544497,-122.326452
Other - Entertainment/Public Assembly,98109,MAGNOLIA / QUEEN ANNE,47.63646451,-122.34220090000001
Supermarket/Grocery Store,98112,EAST,47.62046363,-122.31312959999998
Mixed Use Property,98105,NORTHEAST,47.66811027,-122.27677620000001
Worship Facility,98117,BALLARD,47.6854905,-122.3872006
Other - Entertainment/Public Assembly,98112,CENTRAL,47.6231954,-122.29002050000001
Other - Recreation,98112,EAST,47.62745928,-122.27971480000001
K-12 School,98112,EAST,47.63426471,-122.28510829999999
Senior Care Community,98112,EAST,47.63426767,-122.2763832
Worship Facility,98118,SOUTHEAST,47.53857664,-122.28014409999999
Residence Hall/Dormitory,98109,MAGNOLIA / QUEEN ANNE,47.63659994,-122.34420259999999
Self-Storage Facility,98126,DELRIDGE NEIGHBORHOODS,47.56780941,-122.36971399999999
K-12 School,98133,NORTHWEST,47.71357229,-122.3538988
Mixed Use Property,98122,EAST,47.61433622,-122.32499579999998
Retail Store,98122,EAST,47.6138696,-122.32477820000001
K-12 School,98122,EAST,47.61339284,-122.32591570000001
Other - Entertainment/Public Assembly,98122,EAST,47.614456,-122.32588100000001
Bank Branch,98109,MAGNOLIA / QUEEN ANNE,47.63307036,-122.3426568
Office,98109,MAGNOLIA / QUEEN ANNE,47.63451912,-122.34075849999999
K-12 School,98126,SOUTHWEST,47.55282499,-122.37990490000001
Office,98119,MAGNOLIA / QUEEN ANNE,47.63990614,-122.36718119999999
Senior Care Community,98118,SOUTHEAST,47.53500877,-122.2657673
Office,98109,LAKE UNION,47.6227951,-122.33079529
Office,98122,EAST,47.615471,-122.3237344
Senior Care Community,98103,SHARED: LAKE UNION & NORTHWEST,47.66322205,-122.35322190000001
K-12 School,98118,GREATER DUWAMISH,47.5305357,-122.2849993
Senior Care Community,98125,NORTH,47.70882463,-122.28894270000002
Office,98103,LAKE UNION,47.66117154,-122.3389096
Office,98103,LAKE UNION,47.64830236,-122.3343852
Non-Refrigerated Warehouse,98133,NORTHWEST,47.70860412,-122.3435635
Bank Branch,98105,NORTHEAST,47.66147232,-122.31279755
Retail Store,98105,NORTHEAST,47.6618576,-122.31278992
Worship Facility,98105,NORTHEAST,47.66441644,-122.3123112
Non-Refrigerated Warehouse,98103,LAKE UNION,47.64733806,-122.33456159999999
K-12 School,98103,LAKE UNION,47.66388205,-122.3368138
Supermarket/Grocery Store,98103,LAKE UNION,47.66178978,-122.3357453
Office,98105,NORTHEAST,47.66342809,-122.31342479999999
Supermarket/Grocery Store,98105,NORTHEAST,47.66430287,-122.31390220000002
Retail Store,98105,NORTHEAST,47.66162977,-122.31317081
Mixed Use Property,98105,NORTHEAST,47.66174555,-122.3139463
Office,98102,LAKE UNION,47.63415909,-122.32641602
Medical Office,98118,SOUTHEAST,47.51946634,-122.26930300000001
Worship Facility,98105,NORTHEAST,47.66529949,-122.3104352
Social/Meeting Hall,98105,NORTHEAST,47.66456008,-122.30998570000001
Worship Facility,98115,NORTHEAST,47.67841289,-122.3195051
Office,98115,NORTHWEST,47.67821286,-122.32329070000002
Worship Facility,98115,NORTHWEST,47.67790172,-122.3255884
Non-Refrigerated Warehouse,98105,LAKE UNION,47.65414835,-122.32624579999998
Office,98105,LAKE UNION,47.65376324,-122.32717659999999
Worship Facility,98125,NORTH,47.71705466,-122.2857883
K-12 School,98115,NORTHWEST,47.6763096,-122.329361
K-12 School,98105,LAKE UNION,47.65702213,-122.3240145
Social/Meeting Hall,98122,CENTRAL,47.602844,-122.31458590000001
Other - Lodging/Residential,98105,NORTHEAST,47.66190379,-122.3100685
Residence Hall/Dormitory,98105,NORTHEAST,47.66161815,-122.31008590000002
Residence Hall/Dormitory,98105,NORTHEAST,47.66279161,-122.30868290000001
Residence Hall/Dormitory,98105,NORTHEAST,47.66153116,-122.30870520000002
Residence Hall/Dormitory,98105,NORTHEAST,47.66238207,-122.3080365
Mixed Use Property,98122,EAST,47.60135546,-122.32010819999999
Senior Care Community,98122,CENTRAL,47.60132366,-122.3107558
Performing Arts,98122,CENTRAL,47.60133568,-122.30982979999999
K-12 School,98122,CENTRAL,47.60329437,-122.30595290000001
College/University,98102,EAST,47.62533653,-122.3230355
Other - Recreation,98117,BALLARD,47.68469112,-122.3828189
Supermarket/Grocery Store,98116,SOUTHWEST,47.58196731,-122.384804
Mixed Use Property,98112,EAST,47.62696595,-122.29160929999999
Mixed Use Property,98105,NORTHEAST,47.66282315,-122.31777199999999
Worship Facility,98105,NORTHEAST,47.661542299999994,-122.2787693
K-12 School,98105,NORTHEAST,47.66211315,-122.2778902
Non-Refrigerated Warehouse,98108,GREATER DUWAMISH,47.54762719,-122.3274953
Office,98108,GREATER DUWAMISH,47.54493204,-122.3253747
Residence Hall/Dormitory,98105,NORTHEAST,47.66280557,-122.30800479999999
Worship Facility,98144,SOUTHEAST,47.58667585,-122.302109
Non-Refrigerated Warehouse,98108,GREATER DUWAMISH,47.54479405,-122.3268865
Non-Refrigerated Warehouse,98108,GREATER DUWAMISH,47.54496192,-122.32759779999999
Distribution Center,98108,GREATER DUWAMISH,47.54345532,-122.32771100000001
Supermarket/Grocery Store,98136,SOUTHWEST,47.54447738,-122.3862101
Mixed Use Property,98119,MAGNOLIA / QUEEN ANNE,47.65523769,-122.37116840000002
K-12 School,98177,NORTHWEST,47.70614609,-122.36124960000001
K-12 School,98117,BALLARD,47.68585535,-122.38904840000002
Other,98122,EAST,47.61316841,-122.3224869
Other,98155,SHARED: NORTH & NORTHWEST,47.73368341,-122.3136676
K-12 School,98107,BALLARD,47.67344878,-122.39177360000001
Supermarket/Grocery Store,98115,NORTHEAST,47.68194711,-122.3169626
Worship Facility,98105,NORTHEAST,47.66285518,-122.3149251
Office,98122,CENTRAL,47.60183209,-122.2840706
Mixed Use Property,98112,EAST,47.62159798,-122.3123112
Distribution Center,98119,MAGNOLIA / QUEEN ANNE,47.63327691,-122.3627781
Other,98119,MAGNOLIA / QUEEN ANNE,47.63256835,-122.3614257
Non-Refrigerated Warehouse,98108,GREATER DUWAMISH,47.53092023,-122.3277723
Non-Refrigerated Warehouse,98108,GREATER DUWAMISH,47.53304631,-122.3260129
Distribution Center,98108,GREATER DUWAMISH,47.5337958,-122.33057020000001
Non-Refrigerated Warehouse,98108,GREATER DUWAMISH,47.53609805,-122.3295635
Other,98109,MAGNOLIA / QUEEN ANNE,47.62519556,-122.35316929999999
Non-Refrigerated Warehouse,98108,GREATER DUWAMISH,47.56620026,-122.32437134
Non-Refrigerated Warehouse,98108,GREATER DUWAMISH,47.56507492,-122.32473755
Refrigerated Warehouse,98108,GREATER DUWAMISH,47.56479062,-122.32661404
Non-Refrigerated Warehouse,98108,GREATER DUWAMISH,47.56443787,-122.32465363
Office,98103,LAKE UNION,47.65575628,-122.3420679
Office,98133,NORTHWEST,47.70346877,-122.33421820000001
K-12 School,98125,NORTHWEST,47.71428453,-122.32994939999999
Worship Facility,98125,NORTHWEST,47.71439604,-122.32797409999999
Performing Arts,98109,MAGNOLIA / QUEEN ANNE,47.62526703,-122.35187531
Other/Specialty Hospital,98112,SHARED: CENTRAL & EAST,47.62341357,-122.2966509
Worship Facility,98125,SHARED: NORTH & NORTHWEST,47.71861997,-122.32163390000001
K-12 School,98125,SHARED: NORTH & NORTHWEST,47.71920385,-122.32184879999998
Library,98103,NORTHWEST,47.68745354,-122.35477970000001
K-12 School,98112,CENTRAL,47.62287683,-122.28801709999999
Other - Lodging/Residential,98122,SHARED: CENTRAL & EAST,47.61795736,-122.30847560000001
Supermarket/Grocery Store,98125,SHARED: NORTH & NORTHWEST,47.70938625,-122.31720130000001
"Repair Services (Vehicle, Shoe, Locksmith, etc)",98122,EAST,47.61340332,-122.32035065
Mixed Use Property,98122,EAST,47.613895,-122.32035800000001
Office,98122,EAST,47.613921999999995,-122.31642099999999
Office,98122,EAST,47.61391707,-122.3161479
Urgent Care/Clinic/Other Outpatient,98122,EAST,47.616753,-122.31108689999999
Mixed Use Property,98122,EAST,47.61547934,-122.31105749999999
Non-Refrigerated Warehouse,98122,EAST,47.61483102,-122.3151453
Non-Refrigerated Warehouse,98122,EAST,47.61461356,-122.31605619999999
Office,98122,EAST,47.61551228,-122.3203787
Other - Services,98105,NORTHEAST,47.66401898,-122.3171148
Other,98105,NORTHEAST,47.66518676,-122.3166784
K-12 School,98112,EAST,47.62288647,-122.28522790000001
K-12 School,98122,CENTRAL,47.61364411,-122.31219820000001
Office,98122,EAST,47.61550021,-122.3119
Worship Facility,98102,EAST,47.63114982,-122.3205229
K-12 School,98112,NORTHEAST,47.64081473,-122.3051793
Mixed Use Property,98122,SHARED: CENTRAL & EAST,47.61610097,-122.30973300000001
Office,98103,NORTHWEST,47.69889975,-122.34161019999999
Worship Facility,98199,MAGNOLIA / QUEEN ANNE,47.64830867,-122.3999978
K-12 School,98199,MAGNOLIA / QUEEN ANNE,47.64830867,-122.3999978
Refrigerated Warehouse,98108,GREATER DUWAMISH,47.5625932,-122.3234604
Other,98108,GREATER DUWAMISH,47.56153967,-122.3236818
Distribution Center,98108,GREATER DUWAMISH,47.561592100000006,-122.32601929
Worship Facility,98115,NORTHEAST,47.67808366,-122.29003119999999
Office,98112,EAST,47.63442612,-122.28053284
Office,98107,SHARED: BALLARD & LAKE UNION,47.65566658,-122.3621662
Laboratory,98119,MAGNOLIA / QUEEN ANNE,47.65239905,-122.3616659
Non-Refrigerated Warehouse,98108,GREATER DUWAMISH,47.54728272,-122.325775
K-12 School,98105,NORTHEAST,47.66437501,-122.2718132
Office,98119,MAGNOLIA / QUEEN ANNE,47.62496806,-122.359705
Library,98125,NORTH,47.71975659,-122.29809809999999
College/University,98144,CENTRAL,47.59722535,-122.3013658
College/University,98122,EAST,47.61787175,-122.32177920000001
Supermarket/Grocery Store,98116,SOUTHWEST,47.56159544,-122.38541678
Supermarket/Grocery Store,98102,EAST,47.62256944,-122.32148740000001
Retail Store,98109,MAGNOLIA / QUEEN ANNE,47.62501311,-122.3471326
Supermarket/Grocery Store,98109,MAGNOLIA / QUEEN ANNE,47.62500763,-122.34687042
Retail Store,98122,EAST,47.61378327,-122.32121310000001
Fitness Center/Health Club/Gym,98122,CENTRAL,47.61674563,-122.3019429
Non-Refrigerated Warehouse,98108,GREATER DUWAMISH,47.55098663,-122.31855601
K-12 School,98118,SOUTHEAST,47.52427301,-122.27143980000001
Non-Refrigerated Warehouse,98115,NORTHEAST,47.68384449,-122.26175956
Medical Office,98115,NORTHEAST,47.68219493,-122.26238988
Medical Office,98115,NORTHEAST,47.68219493,-122.26294644
Retail Store,98102,EAST,47.62211679999999,-122.32099883
Supermarket/Grocery Store,98125,NORTH,47.71792984,-122.31220245
Office,98103,LAKE UNION,47.64759569,-122.3335592
Other,98108,GREATER DUWAMISH,47.56158829,-122.31607056
Other - Recreation,98122,CENTRAL,47.60662628,-122.3002696
Supermarket/Grocery Store,98119,MAGNOLIA / QUEEN ANNE,47.62392426,-122.35764313
Office,98109,LAKE UNION,47.61987314,-122.33594343
Non-Refrigerated Warehouse,98178,SOUTHEAST,47.50991348,-122.27726192
K-12 School,98199,MAGNOLIA / QUEEN ANNE,47.64166106,-122.39855870000001
Other - Recreation,98115,NORTHEAST,47.68317875,-122.25879509999999
Urgent Care/Clinic/Other Outpatient,98133,NORTHWEST,47.71275676,-122.33649170000001
Residence Hall/Dormitory,98105,NORTHEAST,47.65673909,-122.31530690000001
Residence Hall/Dormitory,98105,NORTHEAST,47.65574778,-122.31407450000002
Other - Utility,98108,GREATER DUWAMISH,47.53244005,-122.33302820000002
Hospital (General Medical & Surgical),98105,NORTHEAST,47.66139776,-122.28469579999998
Retail Store,98109,MAGNOLIA / QUEEN ANNE,47.625,-122.35627747
Strip Mall,98116,SOUTHWEST,47.55989777,-122.3846207
Supermarket/Grocery Store,98116,SOUTHWEST,47.58017175,-122.38652922
Worship Facility,98105,NORTHEAST,47.67062411,-122.2709065
Laboratory,98109,LAKE UNION,47.62365341,-122.34140778
Office,98122,CENTRAL,47.61434963,-122.31246409999999
Office,98119,MAGNOLIA / QUEEN ANNE,47.63484955,-122.3767395
Office,98144,DOWNTOWN,47.59720707,-122.3130172
College/University,98105,NORTHEAST,47.65574778,-122.31407450000002
College/University,98105,NORTHEAST,47.66120911,-122.29592133
Senior Care Community,98112,SHARED: CENTRAL & EAST,47.61860512,-122.30352424
K-12 School,98125,NORTHWEST,47.731823,-122.32625149999998
K-12 School,98122,EAST,47.61403196,-122.32659794
Other,98119,MAGNOLIA / QUEEN ANNE,47.62811223,-122.37426470000001
Other,98109,MAGNOLIA / QUEEN ANNE,47.62050727,-122.35219479999999
Lifestyle Center,98105,NORTHEAST,47.66136158,-122.29808907
College/University,98108,GREATER DUWAMISH,47.54217629,-122.32541038
Pre-school/Daycare,98146,SOUTHWEST,47.5137929,-122.34320790000001
Other - Recreation,98118,SOUTHEAST,47.52449799,-122.27154541
College/University,98122,EAST,47.614465,-122.32173999999999
College/University,98122,EAST,47.61699416,-122.32040500000001
College/University,98122,EAST,47.61676902,-122.3215492
Supermarket/Grocery Store,98107,BALLARD,47.67057565,-122.38668529999998
Pre-school/Daycare,98108,GREATER DUWAMISH,47.54102707,-122.31249237
Residence Hall/Dormitory,98105,NORTHEAST,47.64992518,-122.3083284
College/University,98105,NORTHEAST,47.64992518,-122.3083284
College/University,98105,NORTHEAST,47.64992518,-122.3083284
College/University,98105,NORTHEAST,47.64992518,-122.3083284
College/University,98105,NORTHEAST,47.64992518,-122.3083284
College/University,98105,NORTHEAST,47.64992518,-122.3083284
Residence Hall/Dormitory,98105,NORTHEAST,47.64992518,-122.3083284
Residence Hall/Dormitory,98105,NORTHEAST,47.64992518,-122.3083284
College/University,98105,NORTHEAST,47.64992518,-122.3083284
Office,98109,LAKE UNION,47.623346600000005,-122.33968176
Self-Storage Facility,98144,SOUTHEAST,47.5705386,-122.29140149999999
Parking,98105,NORTHEAST,47.66411096,-122.31663940000001
Mixed Use Property,98199,MAGNOLIA / QUEEN ANNE,47.66199875,-122.38675690000001
